CASE_ID;EVENT_ID;ACTIVITY;START_TIMESTAMP;END_TIMESTAMP;RECURSO;AGENTE;duration_seconds
3b4e22b39c6033d2;543;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-07 11:49:43.956984;2025-07-07 11:49:44.956984;;ai;1.0
3b4e22b39c6033d2;544;EXPANSÃO DA INTENÇÃO;2025-07-07 11:49:44.956984;2025-07-07 11:52:25.962462;;human;161.005478
3b4e22b39c6033d2;545;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-07 11:52:25.962462;2025-07-07 11:52:57.729851;cartoes_credito_outros_produtos;ai;31.767389
3b4e22b39c6033d2;546;EXPANSÃO DA INTENÇÃO;2025-07-07 11:52:57.729851;2025-07-07 11:55:32.736436;;human;155.006585
3b4e22b39c6033d2;547;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-07 11:55:32.736436;2025-07-07 11:56:08.732503;cartoes_credito_outros_produtos;ai;35.996067
3b4e22b39c6033d2;548;FEEDBACK DO USUÁRIO;2025-07-07 11:56:08.732503;2025-07-07 11:58:04.058603;;human;115.3261
3b4e22b39c6033d2;549;END-DIALOGUE-SYSTEM;2025-07-07 11:58:04.058603;2025-07-07 11:58:04.058603;;syst;0.0
3ba4f764c8378f8f;550;START-DIALOGUE-SYTEM;2025-06-28 23:52:54.342282;2025-06-28 23:52:54.342282;;syst;0.0
3ba4f764c8378f8f;551;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-28 23:52:54.342282;2025-06-28 23:52:55.342282;;ai;1.0
3ba4f764c8378f8f;552;ESCLARECIMENTO DA INTENÇÃO;2025-06-28 23:52:55.342282;2025-06-28 23:55:20.592176;;human;145.249894
3ba4f764c8378f8f;553;ESCLARECIMENTO PROATIVO;2025-06-28 23:55:20.592176;2025-06-28 23:56:01.290787;cartoes_credito_outros_produtos;ai;40.698611
3ba4f764c8378f8f;554;EXPANSÃO DA INTENÇÃO;2025-06-28 23:56:01.290787;2025-06-28 23:58:40.865293;;human;159.574506
3ba4f764c8378f8f;555;RESPOSTA COM DADOS;2025-06-28 23:58:40.865293;2025-06-28 23:59:15.126863;cartoes_credito_outros_produtos;ai;34.26157
3ba4f764c8378f8f;556;AGRADECIMENTO ESPONTÂNEO;2025-06-28 23:59:15.126863;2025-06-29 00:01:06.483824;;human;111.356961
3ba4f764c8378f8f;557;END-DIALOGUE-SYSTEM;2025-06-29 00:01:06.483824;2025-06-29 00:01:06.483824;;syst;0.0
3bb57e6c574ca060;558;START-DIALOGUE-SYTEM;2025-06-27 16:03:30.602959;2025-06-27 16:03:30.602959;;syst;0.0
3bb57e6c574ca060;559;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-27 16:03:30.602959;2025-06-27 16:03:31.602959;;ai;1.0
3bb57e6c574ca060;560;DETECÇÃO DE ESTRESSE;2025-06-27 16:03:31.602959;2025-06-27 16:04:30.705188;;human;59.102229
3bb57e6c574ca060;561;ESCLARECIMENTO PROATIVO;2025-06-27 16:04:30.705188;2025-06-27 16:05:10.625295;cartoes_credito_outros_produtos;ai;39.920107
3bb57e6c574ca060;562;DETECÇÃO DE ESTRESSE;2025-06-27 16:05:10.625295;2025-06-27 16:06:32.624384;;human;81.999089
3bb57e6c574ca060;563;ESCLARECIMENTO PROATIVO;2025-06-27 16:06:32.624384;2025-06-27 16:07:11.324558;cartoes_credito_outros_produtos, fidelidade_aereos, fidelidade_varejo;ai;38.700174
3bb57e6c574ca060;564;DETECÇÃO DE ESTRESSE;2025-06-27 16:07:11.324558;2025-06-27 16:08:46.701212;;human;95.376654
3bb57e6c574ca060;565;END-DIALOGUE-SYSTEM;2025-06-27 16:08:46.701212;2025-06-27 16:08:46.701212;;syst;0.0
3cc9e1191294e8f6;566;START-DIALOGUE-SYTEM;2025-06-27 18:30:38.524278;2025-06-27 18:30:38.524278;;syst;0.0
3cc9e1191294e8f6;567;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-27 18:30:38.524278;2025-06-27 18:30:39.524278;;ai;1.0
3cc9e1191294e8f6;568;SOLICITAÇÃO DE DETALHE ADICIONAL;2025-06-27 18:30:39.524278;2025-06-27 18:34:22.894853;;human;223.370575
3cc9e1191294e8f6;569;ENTREGA DA SOLUÇÃO;2025-06-27 18:34:22.894853;2025-06-27 18:35:06.840847;cartoes_credito_outros_produtos;ai;43.945994
3cc9e1191294e8f6;570;EXPANSÃO DA INTENÇÃO;2025-06-27 18:35:06.840847;2025-06-27 18:40:33.828810;;human;326.987963
3cc9e1191294e8f6;571;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-06-27 18:40:33.828810;2025-06-27 18:40:55.019695;cartoes_credito_outros_produtos;ai;21.190885
3cc9e1191294e8f6;572;FINALIZAÇÃO COM RECLAMAÇÃO;2025-06-27 18:40:55.019695;2025-06-27 18:45:21.187357;;human;266.167662
3cc9e1191294e8f6;573;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-06-27 18:45:21.187357;2025-06-27 18:45:51.694789;cartoes_credito_outros_produtos;ai;30.507432
3cc9e1191294e8f6;574;REJEIÇÃO DA SOLUÇÃO;2025-06-27 18:45:51.694789;2025-06-27 18:51:40.077460;;human;348.382671
3cc9e1191294e8f6;575;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-06-27 18:51:40.077460;2025-06-27 18:52:11.901269;cartoes_credito_outros_produtos;ai;31.823809
3cc9e1191294e8f6;576;FINALIZAÇÃO COM RECLAMAÇÃO;2025-06-27 18:52:11.901269;2025-06-27 18:54:43.591597;;human;151.690328
3cc9e1191294e8f6;577;END-DIALOGUE-SYSTEM;2025-06-27 18:54:43.591597;2025-06-27 18:54:43.591597;;syst;0.0
3daaef8f69c19918;578;START-DIALOGUE-SYTEM;2025-07-03 23:27:54.662050;2025-07-03 23:27:54.662050;;syst;0.0
3daaef8f69c19918;579;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-03 23:27:54.662050;2025-07-03 23:27:55.662050;;ai;1.0
3daaef8f69c19918;580;RESPOSTA COM INSATISFAÇÃO;2025-07-03 23:27:55.662050;2025-07-03 23:29:56.515949;;human;120.853899
3daaef8f69c19918;581;ESCLARECIMENTO PROATIVO;2025-07-03 23:29:56.515949;2025-07-03 23:30:35.748081;cartoes_credito_outros_produtos;ai;39.232132
3daaef8f69c19918;582;REJEIÇÃO DA SOLUÇÃO;2025-07-03 23:30:35.748081;2025-07-03 23:32:44.455763;;human;128.707682
3daaef8f69c19918;583;ESCLARECIMENTO PROATIVO;2025-07-03 23:32:44.455763;2025-07-03 23:33:24.686194;cartoes_credito_outros_produtos;ai;40.230431
3daaef8f69c19918;584;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-03 23:33:24.686194;2025-07-03 23:36:17.983440;;human;173.297246
3daaef8f69c19918;585;END-DIALOGUE-SYSTEM;2025-07-03 23:36:17.983440;2025-07-03 23:36:17.983440;;syst;0.0
3db5206253707fcd;586;START-DIALOGUE-SYTEM;2025-07-10 10:39:26.596583;2025-07-10 10:39:26.596583;;syst;0.0
3db5206253707fcd;587;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-10 10:39:26.596583;2025-07-10 10:39:27.596583;;ai;1.0
3db5206253707fcd;588;EXPANSÃO DA INTENÇÃO;2025-07-10 10:39:27.596583;2025-07-10 10:41:09.772779;;human;102.176196
3db5206253707fcd;589;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-10 10:41:09.772779;2025-07-10 10:41:47.281924;cartoes_credito_outros_produtos;ai;37.509145
3db5206253707fcd;590;EXPANSÃO DA INTENÇÃO;2025-07-10 10:41:47.281924;2025-07-10 10:43:32.390827;;human;105.108903
3db5206253707fcd;591;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-10 10:43:32.390827;2025-07-10 10:44:06.171291;cartoes_credito_outros_produtos;ai;33.780464
3db5206253707fcd;592;REJEIÇÃO DA SOLUÇÃO;2025-07-10 10:44:06.171291;2025-07-10 10:46:06.421641;;human;120.25035
3db5206253707fcd;593;ENTREGA DA SOLUÇÃO;2025-07-10 10:46:06.421641;2025-07-10 10:46:47.010833;cartoes_credito_outros_produtos;ai;40.589192
3db5206253707fcd;594;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-10 10:46:47.010833;2025-07-10 10:48:20.296848;;human;93.286015
3db5206253707fcd;595;END-DIALOGUE-SYSTEM;2025-07-10 10:48:20.296848;2025-07-10 10:48:20.296848;;syst;0.0
3e2712c660018df0;596;START-DIALOGUE-SYTEM;2025-07-24 15:13:25.845200;2025-07-24 15:13:25.845200;;syst;0.0
3e2712c660018df0;597;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-24 15:13:25.845200;2025-07-24 15:13:26.845200;;ai;1.0
3e2712c660018df0;598;EXPANSÃO DA INTENÇÃO;2025-07-24 15:13:26.845200;2025-07-24 15:14:25.650943;;human;58.805743
3e2712c660018df0;599;ESCLARECIMENTO PROATIVO;2025-07-24 15:14:25.650943;2025-07-24 15:15:16.689460;cartoes_credito_outros_produtos;ai;51.038517
3e2712c660018df0;600;FEEDBACK DO USUÁRIO;2025-07-24 15:15:16.689460;2025-07-24 15:16:08.145845;;human;51.456385
3e2712c660018df0;601;RESPOSTA COM DADOS;2025-07-24 15:16:08.145845;2025-07-24 15:16:37.683161;cartoes_credito_outros_produtos;ai;29.537316
3e2712c660018df0;602;FEEDBACK DO USUÁRIO;2025-07-24 15:16:37.683161;2025-07-24 15:17:34.273715;;human;56.590554
3e2712c660018df0;603;RESPOSTA COM DADOS;2025-07-24 15:17:34.273715;2025-07-24 15:18:03.355023;cartoes_credito_outros_produtos;ai;29.081308
3e2712c660018df0;604;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-24 15:18:03.355023;2025-07-24 15:18:41.845363;;human;38.49034
3e2712c660018df0;605;END-DIALOGUE-SYSTEM;2025-07-24 15:18:41.845363;2025-07-24 15:18:41.845363;;syst;0.0
3f260002fe0dda2c;606;START-DIALOGUE-SYTEM;2025-07-16 22:46:40.731591;2025-07-16 22:46:40.731591;;syst;0.0
3f260002fe0dda2c;607;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-16 22:46:40.731591;2025-07-16 22:46:41.731591;;ai;1.0
3f260002fe0dda2c;608;ESCLARECIMENTO DA INTENÇÃO;2025-07-16 22:46:41.731591;2025-07-16 22:50:22.942618;;human;221.211027
3f260002fe0dda2c;609;ESCLARECIMENTO PROATIVO;2025-07-16 22:50:22.942618;2025-07-16 22:51:02.932087;cartoes_credito_outros_produtos;ai;39.989469
3f260002fe0dda2c;610;REJEIÇÃO DA SOLUÇÃO;2025-07-16 22:51:02.932087;2025-07-16 22:53:43.210726;;human;160.278639
3f260002fe0dda2c;611;ENTREGA DA SOLUÇÃO;2025-07-16 22:53:43.210726;2025-07-16 22:54:18.058956;cartoes_credito_outros_produtos;ai;34.84823
3f260002fe0dda2c;612;AGRADECIMENTO ESPONTÂNEO;2025-07-16 22:54:18.058956;2025-07-16 22:57:06.134895;;human;168.075939
3f260002fe0dda2c;613;END-DIALOGUE-SYSTEM;2025-07-16 22:57:06.134895;2025-07-16 22:57:06.134895;;syst;0.0
3f4216326e34d390;614;START-DIALOGUE-SYTEM;2025-07-18 13:24:21.713495;2025-07-18 13:24:21.713495;;syst;0.0
3f4216326e34d390;615;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-18 13:24:21.713495;2025-07-18 13:24:22.713495;;ai;1.0
3f4216326e34d390;616;EXPANSÃO DA INTENÇÃO;2025-07-18 13:24:22.713495;2025-07-18 13:25:26.564743;;human;63.851248
3f4216326e34d390;617;ENTREGA DA SOLUÇÃO;2025-07-18 13:25:26.564743;2025-07-18 13:26:17.499014;cartoes_credito_outros_produtos;ai;50.934271
3f4216326e34d390;618;EXPANSÃO DA INTENÇÃO;2025-07-18 13:26:17.499014;2025-07-18 13:27:21.128285;;human;63.629271
3f4216326e34d390;619;ENTREGA DA SOLUÇÃO;2025-07-18 13:27:21.128285;2025-07-18 13:27:54.703081;cartoes_credito_outros_produtos;ai;33.574796
3f4216326e34d390;620;AGRADECIMENTO ESPONTÂNEO;2025-07-18 13:27:54.703081;2025-07-18 13:28:42.151171;;human;47.44809
3f4216326e34d390;621;END-DIALOGUE-SYSTEM;2025-07-18 13:28:42.151171;2025-07-18 13:28:42.151171;;syst;0.0
3fb189399034be1e;622;START-DIALOGUE-SYTEM;2025-07-09 19:38:54.133594;2025-07-09 19:38:54.133594;;syst;0.0
3fb189399034be1e;623;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-09 19:38:54.133594;2025-07-09 19:38:55.133594;;ai;1.0
3fb189399034be1e;624;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-09 19:38:55.133594;2025-07-09 19:46:30.175184;;human;455.04159
3fb189399034be1e;625;ENTREGA DA SOLUÇÃO;2025-07-09 19:46:30.175184;2025-07-09 19:47:13.620654;cartoes_credito_outros_produtos;ai;43.44547
3fb189399034be1e;626;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-09 19:47:13.620654;2025-07-09 19:55:24.477269;;human;490.856615
3fb189399034be1e;627;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-09 19:55:24.477269;2025-07-09 19:56:09.383186;cartoes_credito_outros_produtos;ai;44.905917
3fb189399034be1e;628;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-09 19:56:09.383186;2025-07-09 20:03:53.396129;;human;464.012943
3fb189399034be1e;629;ESCLARECIMENTO PROATIVO;2025-07-09 20:03:53.396129;2025-07-09 20:04:42.190219;cartoes_credito_outros_produtos;ai;48.79409
3fb189399034be1e;630;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-09 20:04:42.190219;2025-07-09 20:10:28.392545;;human;346.202326
3fb189399034be1e;631;END-DIALOGUE-SYSTEM;2025-07-09 20:10:28.392545;2025-07-09 20:10:28.392545;;syst;0.0
3fd492c770ca79e9;632;START-DIALOGUE-SYTEM;2025-07-19 04:07:34.117902;2025-07-19 04:07:34.117902;;syst;0.0
3fd492c770ca79e9;633;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-19 04:07:34.117902;2025-07-19 04:07:35.117902;;ai;1.0
3fd492c770ca79e9;634;DETECÇÃO DE ESTRESSE;2025-07-19 04:07:35.117902;2025-07-19 04:16:02.210832;;human;507.09293
3fd492c770ca79e9;635;ENTREGA DA SOLUÇÃO;2025-07-19 04:16:02.210832;2025-07-19 04:17:00.104259;cartoes_credito_outros_produtos;ai;57.893427
3fd492c770ca79e9;636;SOLICITAÇÃO DIRETA DE HUMANO;2025-07-19 04:17:00.104259;2025-07-19 04:24:53.669492;;human;473.565233
3fd492c770ca79e9;637;ESCLARECIMENTO PROATIVO;2025-07-19 04:24:53.669492;2025-07-19 04:25:43.188590;cartoes_credito_outros_produtos;ai;49.519098
3fd492c770ca79e9;638;SOLICITAÇÃO DE CANAL ALTERNATIVO;2025-07-19 04:25:43.188590;2025-07-19 04:35:49.676989;;human;606.488399
3fd492c770ca79e9;639;ENTREGA DA SOLUÇÃO;2025-07-19 04:35:49.676989;2025-07-19 04:36:52.528383;cartoes_credito_outros_produtos;ai;62.851394
3fd492c770ca79e9;640;SOLICITAÇÃO DIRETA DE HUMANO;2025-07-19 04:36:52.528383;2025-07-19 04:46:34.747108;;human;582.218725
3fd492c770ca79e9;641;ENTREGA DA SOLUÇÃO;2025-07-19 04:46:34.747108;2025-07-19 04:47:46.753535;cartoes_credito_outros_produtos;ai;72.006427
3fd492c770ca79e9;642;SOLICITAÇÃO DE CANAL ALTERNATIVO;2025-07-19 04:47:46.753535;2025-07-19 04:57:14.999159;;human;568.245624
3fd492c770ca79e9;643;END-DIALOGUE-SYSTEM;2025-07-19 04:57:14.999159;2025-07-19 04:57:14.999159;;syst;0.0
416d47876ec8c427;644;START-DIALOGUE-SYTEM;2025-07-02 05:01:48.523472;2025-07-02 05:01:48.523472;;syst;0.0
416d47876ec8c427;645;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-02 05:01:48.523472;2025-07-02 05:01:49.523472;;ai;1.0
416d47876ec8c427;646;SOLICITAÇÃO DE CANCELAMENTO;2025-07-02 05:01:49.523472;2025-07-02 05:05:28.702795;;human;219.179323
416d47876ec8c427;647;ESCLARECIMENTO PROATIVO;2025-07-02 05:05:28.702795;2025-07-02 05:06:14.789891;cartoes_credito_outros_produtos;ai;46.087096
416d47876ec8c427;648;SOLICITAÇÃO DE CANCELAMENTO;2025-07-02 05:06:14.789891;2025-07-02 05:10:12.471815;;human;237.681924
416d47876ec8c427;649;ENTREGA DA SOLUÇÃO;2025-07-02 05:10:12.471815;2025-07-02 05:10:51.955567;cartoes_credito_outros_produtos;ai;39.483752
416d47876ec8c427;650;FEEDBACK DO USUÁRIO;2025-07-02 05:10:51.955567;2025-07-02 05:13:51.074763;;human;179.119196
416d47876ec8c427;651;END-DIALOGUE-SYSTEM;2025-07-02 05:13:51.074763;2025-07-02 05:13:51.074763;;syst;0.0
446afa338684cca9;664;START-DIALOGUE-SYTEM;2025-07-17 14:19:55.324425;2025-07-17 14:19:55.324425;;syst;0.0
446afa338684cca9;665;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-17 14:19:55.324425;2025-07-17 14:19:56.324425;;ai;1.0
446afa338684cca9;666;RELATO DE FRAUDE;2025-07-17 14:19:56.324425;2025-07-17 14:21:18.440849;;human;82.116424
446afa338684cca9;667;ESCLARECIMENTO PROATIVO;2025-07-17 14:21:18.440849;2025-07-17 14:22:08.126413;cartoes_credito_outros_produtos;ai;49.685564
446afa338684cca9;668;RELATO DE FRAUDE;2025-07-17 14:22:08.126413;2025-07-17 14:23:17.151347;;human;69.024934
446afa338684cca9;669;FLUXOS DIRECIONADOS;2025-07-17 14:23:17.151347;2025-07-17 14:24:12.325791;cartoes_credito_outros_produtos;ai;55.174444
446afa338684cca9;670;RELATO DE FRAUDE;2025-07-17 14:24:12.325791;2025-07-17 14:25:11.986383;;human;59.660592
446afa338684cca9;671;FLUXOS DIRECIONADOS;2025-07-17 14:25:11.986383;2025-07-17 14:26:03.990503;cartoes_credito_outros_produtos;ai;52.00412
446afa338684cca9;672;RELATO DE FRAUDE;2025-07-17 14:26:03.990503;2025-07-17 14:27:11.541655;;human;67.551152
446afa338684cca9;673;ENTREGA DA SOLUÇÃO;2025-07-17 14:27:11.541655;2025-07-17 14:28:10.051440;cartoes_credito_outros_produtos;ai;58.509785
446afa338684cca9;674;REJEIÇÃO DA SOLUÇÃO;2025-07-17 14:28:10.051440;2025-07-17 14:29:14.328432;;human;64.276992
446afa338684cca9;675;ESCLARECIMENTO PROATIVO;2025-07-17 14:29:14.328432;2025-07-17 14:30:31.663083;cartoes_credito_outros_produtos;ai;77.334651
446afa338684cca9;676;REPETIÇÃO DE INTENÇÃO;2025-07-17 14:30:31.663083;2025-07-17 14:31:14.802379;;human;43.139296
446afa338684cca9;677;ESCLARECIMENTO PROATIVO;2025-07-17 14:31:14.802379;2025-07-17 14:32:29.888604;cartoes_credito_outros_produtos;ai;75.086225
446afa338684cca9;678;RELATO DE FRAUDE;2025-07-17 14:32:29.888604;2025-07-17 14:33:13.566326;;human;43.677722
446afa338684cca9;679;END-DIALOGUE-SYSTEM;2025-07-17 14:33:13.566326;2025-07-17 14:33:13.566326;;syst;0.0
463ce08ad60f25dd;680;START-DIALOGUE-SYTEM;2025-07-24 15:55:51.851318;2025-07-24 15:55:51.851318;;syst;0.0
463ce08ad60f25dd;681;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-24 15:55:51.851318;2025-07-24 15:55:52.851318;;ai;1.0
463ce08ad60f25dd;682;EXPANSÃO DA INTENÇÃO;2025-07-24 15:55:52.851318;2025-07-24 16:00:07.801404;;human;254.950086
463ce08ad60f25dd;683;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-24 16:00:07.801404;2025-07-24 16:00:41.152625;cartoes_credito_outros_produtos;ai;33.351221
463ce08ad60f25dd;684;SOLICITAÇÃO DIRETA DE HUMANO;2025-07-24 16:00:41.152625;2025-07-24 16:05:13.328899;;human;272.176274
463ce08ad60f25dd;685;ENTREGA DA SOLUÇÃO;2025-07-24 16:05:13.328899;2025-07-24 16:05:49.129594;cartoes_credito_outros_produtos;ai;35.800695
463ce08ad60f25dd;686;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-24 16:05:49.129594;2025-07-24 16:09:44.898017;;human;235.768423
463ce08ad60f25dd;687;END-DIALOGUE-SYSTEM;2025-07-24 16:09:44.898017;2025-07-24 16:09:44.898017;;syst;0.0
467a2be032055791;688;START-DIALOGUE-SYTEM;2025-07-01 18:52:46.315931;2025-07-01 18:52:46.315931;;syst;0.0
467a2be032055791;689;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-01 18:52:46.315931;2025-07-01 18:52:47.315931;;ai;1.0
467a2be032055791;690;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-01 18:52:47.315931;2025-07-01 19:00:29.748659;;human;462.432728
467a2be032055791;691;ESCLARECIMENTO PROATIVO;2025-07-01 19:00:29.748659;2025-07-01 19:01:13.513987;cartoes_credito_outros_produtos;ai;43.765328
467a2be032055791;692;REJEIÇÃO DA SOLUÇÃO;2025-07-01 19:01:13.513987;2025-07-01 19:10:07.842085;;human;534.328098
467a2be032055791;693;END-DIALOGUE-SYSTEM;2025-07-01 19:10:07.842085;2025-07-01 19:10:07.842085;;syst;0.0
47b6637aec456f3e;694;START-DIALOGUE-SYTEM;2025-06-27 10:27:11.843791;2025-06-27 10:27:11.843791;;syst;0.0
47b6637aec456f3e;695;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-27 10:27:11.843791;2025-06-27 10:27:12.843791;;ai;1.0
47b6637aec456f3e;696;RELATO DE FRAUDE;2025-06-27 10:27:12.843791;2025-06-27 10:28:18.361164;;human;65.517373
47b6637aec456f3e;697;ENTREGA DA SOLUÇÃO;2025-06-27 10:28:18.361164;2025-06-27 10:28:53.795412;cartoes_credito_outros_produtos;ai;35.434248
47b6637aec456f3e;698;RELATO DE FRAUDE;2025-06-27 10:28:53.795412;2025-06-27 10:29:54.744813;;human;60.949401
47b6637aec456f3e;699;ESCLARECIMENTO PROATIVO;2025-06-27 10:29:54.744813;2025-06-27 10:30:23.391848;cartoes_credito_outros_produtos;ai;28.647035
47b6637aec456f3e;700;URGÊNCIA COM LINGUAGEM AGRESSIVA;2025-06-27 10:30:23.391848;2025-06-27 10:31:13.473499;;human;50.081651
47b6637aec456f3e;701;ENTREGA DA SOLUÇÃO;2025-06-27 10:31:13.473499;2025-06-27 10:31:53.059793;cartoes_credito_outros_produtos;ai;39.586294
47b6637aec456f3e;702;URGÊNCIA COM LINGUAGEM AGRESSIVA;2025-06-27 10:31:53.059793;2025-06-27 10:32:40.499966;;human;47.440173
47b6637aec456f3e;703;END-DIALOGUE-SYSTEM;2025-06-27 10:32:40.499966;2025-06-27 10:32:40.499966;;syst;0.0
4908af9746821635;704;START-DIALOGUE-SYTEM;2025-07-07 02:26:29.489069;2025-07-07 02:26:29.489069;;syst;0.0
4908af9746821635;705;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-07 02:26:29.489069;2025-07-07 02:26:30.489069;;ai;1.0
4908af9746821635;706;ESCLARECIMENTO DA INTENÇÃO;2025-07-07 02:26:30.489069;2025-07-07 02:31:31.144310;;human;300.655241
4908af9746821635;707;ENTREGA DA SOLUÇÃO;2025-07-07 02:31:31.144310;2025-07-07 02:32:13.386789;cartoes_credito_outros_produtos;ai;42.242479
4908af9746821635;708;EXPANSÃO DA INTENÇÃO;2025-07-07 02:32:13.386789;2025-07-07 02:37:38.890647;;human;325.503858
4908af9746821635;709;ENTREGA DA SOLUÇÃO;2025-07-07 02:37:38.890647;2025-07-07 02:38:13.798193;cartoes_credito_outros_produtos;ai;34.907546
4908af9746821635;710;SOLICITAÇÃO DE CANCELAMENTO;2025-07-07 02:38:13.798193;2025-07-07 02:43:44.079853;;human;330.28166
4908af9746821635;711;END-DIALOGUE-SYSTEM;2025-07-07 02:43:44.079853;2025-07-07 02:43:44.079853;;syst;0.0
4b12d5ecbe82049f;712;START-DIALOGUE-SYTEM;2025-07-14 23:11:46.753070;2025-07-14 23:11:46.753070;;syst;0.0
4b12d5ecbe82049f;713;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-14 23:11:46.753070;2025-07-14 23:11:47.753070;;ai;1.0
4b12d5ecbe82049f;714;RELATO DE FRAUDE;2025-07-14 23:11:47.753070;2025-07-14 23:13:34.025838;;human;106.272768
4b12d5ecbe82049f;715;ESCLARECIMENTO PROATIVO;2025-07-14 23:13:34.025838;2025-07-14 23:14:12.929688;cartoes_credito_outros_produtos;ai;38.90385
4b12d5ecbe82049f;716;URGÊNCIA COM LINGUAGEM AGRESSIVA;2025-07-14 23:14:12.929688;2025-07-14 23:15:48.921324;;human;95.991636
4b12d5ecbe82049f;717;ENTREGA DA SOLUÇÃO;2025-07-14 23:15:48.921324;2025-07-14 23:16:21.220933;cartoes_credito_outros_produtos;ai;32.299609
4b12d5ecbe82049f;718;URGÊNCIA COM LINGUAGEM AGRESSIVA;2025-07-14 23:16:21.220933;2025-07-14 23:17:44.211365;;human;82.990432
4b12d5ecbe82049f;719;ENTREGA DA SOLUÇÃO;2025-07-14 23:17:44.211365;2025-07-14 23:18:20.362505;cartoes_credito_outros_produtos;ai;36.15114
4b12d5ecbe82049f;720;URGÊNCIA COM LINGUAGEM AGRESSIVA;2025-07-14 23:18:20.362505;2025-07-14 23:19:28.152954;;human;67.790449
4b12d5ecbe82049f;721;END-DIALOGUE-SYSTEM;2025-07-14 23:19:28.152954;2025-07-14 23:19:28.152954;;syst;0.0
4c236f7dfe2f9de4;722;START-DIALOGUE-SYTEM;2025-06-29 03:11:41.841200;2025-06-29 03:11:41.841200;;syst;0.0
4c236f7dfe2f9de4;723;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-29 03:11:41.841200;2025-06-29 03:11:42.841200;;ai;1.0
4c236f7dfe2f9de4;724;ESCLARECIMENTO DA INTENÇÃO;2025-06-29 03:11:42.841200;2025-06-29 03:16:05.761848;;human;262.920648
4c236f7dfe2f9de4;725;RESPOSTA COM DADOS;2025-06-29 03:16:05.761848;2025-06-29 03:16:41.792767;cartoes_credito_outros_produtos;ai;36.030919
4c236f7dfe2f9de4;726;EXPANSÃO DA INTENÇÃO;2025-06-29 03:16:41.792767;2025-06-29 03:20:46.477145;;human;244.684378
4c236f7dfe2f9de4;727;RESPOSTA COM DADOS;2025-06-29 03:20:46.477145;2025-06-29 03:21:13.881437;cartoes_credito_outros_produtos;ai;27.404292
4c236f7dfe2f9de4;728;AGRADECIMENTO ESPONTÂNEO;2025-06-29 03:21:13.881437;2025-06-29 03:26:29.067797;;human;315.18636
4c236f7dfe2f9de4;729;END-DIALOGUE-SYSTEM;2025-06-29 03:26:29.067797;2025-06-29 03:26:29.067797;;syst;0.0
4d7ca5f3d6f790a2;730;START-DIALOGUE-SYTEM;2025-06-30 02:53:36.032776;2025-06-30 02:53:36.032776;;syst;0.0
4d7ca5f3d6f790a2;731;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-30 02:53:36.032776;2025-06-30 02:53:37.032776;;ai;1.0
4d7ca5f3d6f790a2;732;SOLICITAÇÃO DE CANCELAMENTO;2025-06-30 02:53:37.032776;2025-06-30 03:02:58.077039;;human;561.044263
4d7ca5f3d6f790a2;733;ENTREGA DA SOLUÇÃO;2025-06-30 03:02:58.077039;2025-06-30 03:03:38.316011;cartoes_credito_outros_produtos;ai;40.238972
